,article_title,abstract_text,authors,author_profile,views,cross_ref,keywords,jel_codes,page_range,published_online,issue,year,volume,special issue,abstract,keys,jel,jel1,page,first_article,double_issue
546,Saint-Simonian Feminism,"By 1832, followers of Saint-Simonianism, a utopian-socialist movement in France, had become preoccupied with the social and economic roles of women. Barthélemy-Prosper Enfantin, a leader in the movement, and a few disciples developed an increasingly utopian and abstract theory that justified ""protecting"" women from the hardening influence of the world and removing them from the public sphere, while arguing that in the new world women would play a role distinct from, yet equal to, that played by men. The theory treated both men and women as beings embedded in a social network, rather than as separate individuals with independent goals. After women were eliminated from the Saint-Simonian hierarchy in 1831, a group of female adherents founded a newspaper as the center of a separate organization, which would work for the extension to women of the same political and civil rights that men enjoyed. This separatist group focused on policy reform rather than theory, on the present rather than some indefinite future, and on the common concerns that united women across social classes. The different ways in which the two groups (the doctrinaire Saint-Simonians and the breakaway women's organization) conceived of economic agents mirror contemporary disputes in feminist economics.",[' Evelyn L. Forget '],['/author/forget%2c+evelyn+l'],340,6,"'utopian socialism', 'saint-simonian', 'feminist economics'",[],Pages 79-96,20 Jan 2011,1,2001,7,,"By 1832, followers of Saint-Simonianism, a utopian-socialist movement in France, had become preoccupied with the social and economic roles of women. Barthélemy-Prosper Enfantin, a leader in the movement, and a few disciples developed an increasingly utopian and abstract theory that justified ""protecting"" women from the hardening influence of the world and removing them from the public sphere, while arguing that in the new world women would play a role distinct from, yet equal to, that played by men. The theory treated both men and women as beings embedded in a social network, rather than as separate individuals with independent goals. After women were eliminated from the Saint-Simonian hierarchy in 1831, a group of female adherents founded a newspaper as the center of a separate organization, which would work for the extension to women of the same political and civil rights that men enjoyed. This separatist group focused on policy reform rather than theory, on the present rather than some indefinite future, and on the common concerns that united women across social classes. The different ways in which the two groups (the doctrinaire Saint-Simonians and the breakaway women's organization) conceived of economic agents mirror contemporary disputes in feminist economics.","['utopian socialism', 'saint-simonian', 'feminist economics']",,,79-96,0,0
547,Rethinking Work and Income Maintenance Policy: Promoting Gender Equality Through a Citizens' Basic Income,"A citizens' basic income scheme is based on the principles of individuality, universality, and unconditionality; when combined with the notion of meeting ""basic needs"" it would serve to provide a minimum income guarantee for all adult members of society. However, implementation would entail radical reform of existing patterns of welfare delivery and would bring into question the institutionalized relationship between work and welfare, a basic premise of modern welfare states. To date, the debate over a citizens' basic income has emphasized its effects on labor markets, thereby displaying an androcentric bias. Although the role of women in society is central to social policy reform, the existing basic income literature is disturbingly void of any comprehensive treatment of women. No genuine discussion has taken place about the nature of women's lives and work and how these should be valued. Social policy reform should take account of all gender inequalities and not just those relating to the traditional labor market. This paper argues that the citizens' basic income model can be a tool for promoting gender-neutral social citizenship rights, but that any future marriage of justice and efficiency must first divorce work from income.",[' Ailsa McKay '],['/author/mckay%2c+ailsa'],1296,31,"'social security', ""citizens' basic income"", 'work', 'leisure', 'gender', 'citizenship'",[],Pages 97-118,20 Jan 2011,1,2001,7,,"A citizens' basic income scheme is based on the principles of individuality, universality, and unconditionality; when combined with the notion of meeting ""basic needs"" it would serve to provide a minimum income guarantee for all adult members of society. However, implementation would entail radical reform of existing patterns of welfare delivery and would bring into question the institutionalized relationship between work and welfare, a basic premise of modern welfare states. To date, the debate over a citizens' basic income has emphasized its effects on labor markets, thereby displaying an androcentric bias. Although the role of women in society is central to social policy reform, the existing basic income literature is disturbingly void of any comprehensive treatment of women. No genuine discussion has taken place about the nature of women's lives and work and how these should be valued. Social policy reform should take account of all gender inequalities and not just those relating to the traditional labor market. This paper argues that the citizens' basic income model can be a tool for promoting gender-neutral social citizenship rights, but that any future marriage of justice and efficiency must first divorce work from income.","['social security', 'citizen basic income', 'work', 'leisure', 'gender', 'citizenship']",,,97-118,0,0
548,"Welfare-to-Work, Farewell to Families? US Welfare Reform and Work/Family Debates","There are large research, policy, and economic gaps between the ways US researchers and policy makers address the work/family bind amongst middleclass professionals and poor lone mothers. This is clearly seen in US welfare reform, an important piece of work/family legislation in the 1990s. The new rules make the work/family binds worse for low-income, poor mothers and do not alleviate poverty. With its clear expectation that poor mothers be employed, the legislation opens up new avenues to revamp low-wage work for breadwinners and to socialize the costs of caring for family. Closing the literature gap may help to close the policy gap, which, in turn, would promote more income equality.",[' Randy Albelda '],['/author/albelda%2c+randy'],162,14,"'families', 'family policies', 'inequality', 'welfare', 'work and family'",[],Pages 119-135,20 Jan 2011,1,2001,7,,"There are large research, policy, and economic gaps between the ways US researchers and policy makers address the work/family bind amongst middleclass professionals and poor lone mothers. This is clearly seen in US welfare reform, an important piece of work/family legislation in the 1990s. The new rules make the work/family binds worse for low-income, poor mothers and do not alleviate poverty. With its clear expectation that poor mothers be employed, the legislation opens up new avenues to revamp low-wage work for breadwinners and to socialize the costs of caring for family. Closing the literature gap may help to close the policy gap, which, in turn, would promote more income equality.","['family', 'family policy', 'inequality', 'welfare', 'work family']",,,119-135,0,0
549,Mature Export-Led Growth and Gender Wage Inequality in Taiwan,"After 1980, the Taiwanese economy was marked by technological change, growing overseas investment by Taiwanese firms, and continuing success with export-oriented manufacturing. In the manufacturing sector these developments coincided with a decline in women's employment opportunities relative to men's, a shift from wage to salaried employment, and an increase in gender wage inequality. Using industry-level panel data, this study investigates the effects of Taiwan's restructuring during this period on gender wage inequality. The most important findings are: greater export orientation adversely affects both men's and women's wages yet reduces gender wage inequality, because male employees face a greater wage penalty than women; greater capital intensity improves both men's and women's wages; and the shift toward salaried jobs improves men's wages while reducing wages of women. These results hold after controlling for the effects of female industrial crowding, female reserve labor supply, firm size, and overseas foreign direct investment.",[' Günseli Berik '],['/author/berik%2c+g%c3%bcnseli'],746,59,"'gender wage inequality', 'export-oriented growth', 'taiwan', 'gender', 'earnings', 'manufacturing industry'",[],Pages 1-26,02 Dec 2010,3,2000,6,,"After 1980, the Taiwanese economy was marked by technological change, growing overseas investment by Taiwanese firms, and continuing success with export-oriented manufacturing. In the manufacturing sector these developments coincided with a decline in women's employment opportunities relative to men's, a shift from wage to salaried employment, and an increase in gender wage inequality. Using industry-level panel data, this study investigates the effects of Taiwan's restructuring during this period on gender wage inequality. The most important findings are: greater export orientation adversely affects both men's and women's wages yet reduces gender wage inequality, because male employees face a greater wage penalty than women; greater capital intensity improves both men's and women's wages; and the shift toward salaried jobs improves men's wages while reducing wages of women. These results hold after controlling for the effects of female industrial crowding, female reserve labor supply, firm size, and overseas foreign direct investment.","['gender wage inequality', 'export-oriented growth', 'taiwan', 'gender', 'earnings', 'manufacturing industry']",,,1-26,1,0
550,Accounting for Gender in Asian Economic Growth,"Absent from the important debate on the determinants of rapid Asian growth is the role of gender inequality. This paper argues that gender wage inequality has stimulated growth, with Asian economies that disadvantaged women the most growing the fastest from 1975 to 1990. Low female wages have spurred investment and exports by lowering unit labor costs, providing the foreign exchange to purchase capital and intermediate goods which raise productivity and growth rates. These results contrast with recent studies that argue income equality at the household level contributed favorably to Asian growth by reducing political conflict. The divergent findings can be explained by the fact that gender norms and stereotypes that convince women to accept their low status curb labor and political unrest, stimulating investment. The results indicate that which group bears the burden of inequality in the process of economic growth matters.",[' Stephanie Seguino '],['/author/seguino%2c+stephanie'],1613,98,"'economic growth', 'gender', 'inequality', 'asia', 'semi-industrialized economies', 'export-led growth'",[],Pages 27-58,02 Dec 2010,3,2000,6,,"Absent from the important debate on the determinants of rapid Asian growth is the role of gender inequality. This paper argues that gender wage inequality has stimulated growth, with Asian economies that disadvantaged women the most growing the fastest from 1975 to 1990. Low female wages have spurred investment and exports by lowering unit labor costs, providing the foreign exchange to purchase capital and intermediate goods which raise productivity and growth rates. These results contrast with recent studies that argue income equality at the household level contributed favorably to Asian growth by reducing political conflict. The divergent findings can be explained by the fact that gender norms and stereotypes that convince women to accept their low status curb labor and political unrest, stimulating investment. The results indicate that which group bears the burden of inequality in the process of economic growth matters.","['economic growth', 'gender', 'inequality', 'asia', 'semi-industrialized economy', 'export-led growth']",,,27-58,0,0
551,Making Labor Flexible: The Recomposition of Tijuana's Maquiladora Female Labor Force,"This article revisits the debate over the benefits of export-oriented manufacturing employment for women by taking up Linda Lim's (1990) critique that such research is often biased in its methods and conclusions. Using a sample of 198 women workers from the 1993 Labor Trajectories Survey, I conduct a multivariate statistical analysis to test whether the social and demographic characteristics of the female maquiladora labor force influence their position in the labor market. I find that maquiladoras in Tijuana, Mexico, employ married women, women with children, and women with low levels of education who constitute a low-wage sector of the labor force with few other employment alternatives. In the drive to keep production costs low, multinational manufacturers have tapped into this low-wage labor force, thereby taking advantage of women's labor market disadvantages and making a labor force willing to accept more ""flexible"" terms of employment.",[' Elizabeth Fussell '],['/author/fussell%2c+elizabeth'],652,58,"'women', 'low-wage employment', 'maquiladoras', 'mexico', 'flexible labor'",[],Pages 59-79,02 Dec 2010,3,2000,6,,"This article revisits the debate over the benefits of export-oriented manufacturing employment for women by taking up Linda Lim's (1990) critique that such research is often biased in its methods and conclusions. Using a sample of 198 women workers from the 1993 Labor Trajectories Survey, I conduct a multivariate statistical analysis to test whether the social and demographic characteristics of the female maquiladora labor force influence their position in the labor market. I find that maquiladoras in Tijuana, Mexico, employ married women, women with children, and women with low levels of education who constitute a low-wage sector of the labor force with few other employment alternatives. In the drive to keep production costs low, multinational manufacturers have tapped into this low-wage labor force, thereby taking advantage of women's labor market disadvantages and making a labor force willing to accept more ""flexible"" terms of employment.","['woman', 'low-wage employment', 'maquiladora', 'mexico', 'flexible labor']",,,59-79,0,0
552,"The Asian Crisis, Gender, and the International Financial Architecture","This paper begins with an account of the Asian crisis, its creation and management by international financial institutions (the International Monetary Fund and the World Bank), and the gender impact of their stabilization and structural adjustment programs. Next we consider the new debate on reforming the IMF and the World Bank and restructuring the international financial architecture to prevent crises and manage them more effectively. Finally, we consider the gender ramifications of these changes. Since feminists have been absent from this debate, we examine issues essential to the formation of a gender-conscious international financial structure.","[' Nahid Aslanbeigui ', ' Gale Summerfield ']","['/author/aslanbeigui%2c+nahid', '/author/summerfield%2c+gale']",726,30,"'international financial architecture', 'international financial institutions', 'international monetary fund', 'world bank', 'structural adjustment', 'asian crisis', 'debt crisis', 'gender impact of the asian crisis'",[],Pages 81-103,02 Dec 2010,3,2000,6,,"This paper begins with an account of the Asian crisis, its creation and management by international financial institutions (the International Monetary Fund and the World Bank), and the gender impact of their stabilization and structural adjustment programs. Next we consider the new debate on reforming the IMF and the World Bank and restructuring the international financial architecture to prevent crises and manage them more effectively. Finally, we consider the gender ramifications of these changes. Since feminists have been absent from this debate, we examine issues essential to the formation of a gender-conscious international financial structure.","['international financial architecture', 'international financial institution', 'international monetary fund', 'world bank', 'structural adjustment', 'asian crisis', 'debt crisis', 'gender impact asian crisis']",,,81-103,0,0
553,India's New Economic Policy of 1991 and its Impact on Women's Poverty and AIDS,"This paper examines the effects of current policies intended to liberalize the Indian economy and facilitate globalization on women close to poverty. The New Economic Policy of 1991 included standard structural adjustment measures including the devaluation of the rupee, increase in interest rates, reduction in public investment and expenditure, reduction in public sector food and fertilizer subsidies, increase in imports and foreign investment in capital-intensive and high-tech activities, and abolition of the cash compensatory support for exports. These policies have resulted in increased urbanization, and fewer job opportunities for women in the formal sector. Such conditions increase poverty for women in particular. As a result, many women flow into cities looking for work in the informal sector. This may have increased numbers of women in sex work, for lack of better economic opportunity. Sufficient data are not available to confirm whether HIV infection rates have risen as a result; however, the evidence suggests there may be a relationship between macroeconomic policies and health outcomes.",[' Ushma D. Upadhyay '],['/author/upadhyay%2c+ushma+d'],571,22,"'globalization', 'structural adjustment', 'commercial sex work', 'aids women', 'india'",[],Pages 105-122,02 Dec 2010,3,2000,6,,"This paper examines the effects of current policies intended to liberalize the Indian economy and facilitate globalization on women close to poverty. The New Economic Policy of 1991 included standard structural adjustment measures including the devaluation of the rupee, increase in interest rates, reduction in public investment and expenditure, reduction in public sector food and fertilizer subsidies, increase in imports and foreign investment in capital-intensive and high-tech activities, and abolition of the cash compensatory support for exports. These policies have resulted in increased urbanization, and fewer job opportunities for women in the formal sector. Such conditions increase poverty for women in particular. As a result, many women flow into cities looking for work in the informal sector. This may have increased numbers of women in sex work, for lack of better economic opportunity. Sufficient data are not available to confirm whether HIV infection rates have risen as a result; however, the evidence suggests there may be a relationship between macroeconomic policies and health outcomes.","['globalization', 'structural adjustment', 'commercial sex work', 'aid woman', 'india']",,,105-122,0,0
554,Globalization and Home-Based Workers,"Globalization presents threats to and opportunities for women working in the informal sector. The paper, which draws on the work of Women in Informal Employment: Globalizing and Organizing (WIEGO) Global Markets Program and of HomeNet, focuses on women home-based workers and analyzes, within the framework of global value-chains, the impact of globalization on labor relations and other market transactions. The chains reviewed are: manufactured goods (fashion garments); agricultural products (nontraditional exports); and nontimber forest products (shea butter). The paper shows how this form of analysis helps to identify the uneven distribution of power and returns within the chains – between rich and poor and between women and men. It concludes by emphasizing the importance of the work of the Self-Employed Women's Association (SEWA), HomeNet, and StreetNet in organizing home-based workers, both locally and internationally, as well as that of WIEGO in supporting them.","[' Marilyn Carr ', ' Martha Alter Chen ', ' Jane Tate ']","['/author/carr%2c+marilyn', '/author/chen%2c+martha+alter', '/author/tate%2c+jane']",1933,96,"'globalization', 'global value-chains', 'home-based workers', 'homeworkers', 'informal sector economy', 'market transactions', 'labor standards'",[],Pages 123-142,02 Dec 2010,3,2000,6,,"Globalization presents threats to and opportunities for women working in the informal sector. The paper, which draws on the work of Women in Informal Employment: Globalizing and Organizing (WIEGO) Global Markets Program and of HomeNet, focuses on women home-based workers and analyzes, within the framework of global value-chains, the impact of globalization on labor relations and other market transactions. The chains reviewed are: manufactured goods (fashion garments); agricultural products (nontraditional exports); and nontimber forest products (shea butter). The paper shows how this form of analysis helps to identify the uneven distribution of power and returns within the chains – between rich and poor and between women and men. It concludes by emphasizing the importance of the work of the Self-Employed Women's Association (SEWA), HomeNet, and StreetNet in organizing home-based workers, both locally and internationally, as well as that of WIEGO in supporting them.","['globalization', 'global value-chains', 'home-based worker', 'homeworkers', 'informal sector economy', 'market transaction', 'labor standard']",,,123-142,0,0
555,Degrees of Connection: A Critique of Rawls’s Theory of Mutual Disinterest,"John Rawls's solution to the problem of justice between generations is premised on the idea that “a generation cares for its immediate descendants, as fathers say care for their sons” (John Rawls 1971: 288, emphasis added). This paper brings mothers into the Rawlsian social contract. I argue that, when children have more than one parent, there is a contradiction between the assumption of concern for descendants, which underpins Rawls's account of justice between generations, and the mutual disinterest assumption, which characterizes parties negotiating in the “original position.” Concern for descendants creates connections within generations as well as across generations. The critique is internal and nonradical, but its implications are subversive. It demonstrates that an “add women and stir” liberal feminist reworking of Rawls's theory cannot be successful; bringing sexual reproduction out of the realm of nature and into the social contract necessitates a radical reconstruction of Rawls's theory.",[' Frances Woolley '],['/author/woolley%2c+frances'],214,3,'rawls gender intergenerational justice mutual disinterest',[],Pages 1-21,20 Jan 2011,2,2000,6,,"John Rawls's solution to the problem of justice between generations is premised on the idea that “a generation cares for its immediate descendants, as fathers say care for their sons” (John Rawls 1971: 288, emphasis added). This paper brings mothers into the Rawlsian social contract. I argue that, when children have more than one parent, there is a contradiction between the assumption of concern for descendants, which underpins Rawls's account of justice between generations, and the mutual disinterest assumption, which characterizes parties negotiating in the “original position.” Concern for descendants creates connections within generations as well as across generations. The critique is internal and nonradical, but its implications are subversive. It demonstrates that an “add women and stir” liberal feminist reworking of Rawls's theory cannot be successful; bringing sexual reproduction out of the realm of nature and into the social contract necessitates a radical reconstruction of Rawls's theory.",['rawls gender intergenerational justice mutual disinterest'],,,1-21,1,0
556,Children and Theories of Social Justice,"This paper is about children as subjects of social justice. It argues that economic welfare theory, utilitarianism, and other theories of justice based on utility theory assume rational individuals with stable preferences, and therefore cannot be applied to children. Libertarian justice treats children as possessions of the parents without rights of their own. A Rawlsian social contract, on the other hand, can be extended to include children. The main part of the paper consists of an attempt to sketch such an extension. It argues that justice to children is basic to Rawlsian justice, and that the Rawlsian case for equality is strengthened when children are taken into account. The principle of extensive liberty, when applied to children, must imply that children cannot properly be regarded as the possession of their parents.",[' Hilde Bojer '],['/author/bojer%2c+hilde'],890,10,"'children', 'distributional justice', 'justice', 'rawls'",[],Pages 23-39,20 Jan 2011,2,2000,6,,"This paper is about children as subjects of social justice. It argues that economic welfare theory, utilitarianism, and other theories of justice based on utility theory assume rational individuals with stable preferences, and therefore cannot be applied to children. Libertarian justice treats children as possessions of the parents without rights of their own. A Rawlsian social contract, on the other hand, can be extended to include children. The main part of the paper consists of an attempt to sketch such an extension. It argues that justice to children is basic to Rawlsian justice, and that the Rawlsian case for equality is strengthened when children are taken into account. The principle of extensive liberty, when applied to children, must imply that children cannot properly be regarded as the possession of their parents.","['child', 'distributional justice', 'justice', 'rawls']",,,23-39,0,0
557,Measuring Socio-Economic GENDER Inequality: Toward an Alternative to the UNDP Gender-Related Development Index,"This paper assesses the United Nations Development Program’s (UNDP) Gender-Related Development Index (GDI). Although the GDI has increased attention on gender equality in human development, it suffers from several limitations. A major problem is that it conflates relative gender equality with absolute levels of human development and thus gives no information on comparative gender inequality among countries. Using the same indicators as the GDI, the paper constructs a Relative Status of Women (RSW) index, which demonstrates how using a measure of gender equality that abstracts from levels of development results in very different country rankings. However, the RSW is not an ideal measure of gender inequality. The GDI indicators are not the most appropriate ones for measuring gender inequality and hence both the RSW and the GDI have limited validity. The paper concludes by offering a conceptual framework that provides the basis for an alternative measure of gender inequality.","[' A. Geske Dijkstra ', ' Lucia C. Hanmer ']","['/author/dijkstra%2c+a+geske', '/author/hanmer%2c+lucia+c']",3398,130,"'human development index', 'gender development index', 'socio-economic gender inequality', 'international comparisons', 'measuring economic development'",[],Pages 41-75,20 Jan 2011,2,2000,6,,"This paper assesses the United Nations Development Program’s (UNDP) Gender-Related Development Index (GDI). Although the GDI has increased attention on gender equality in human development, it suffers from several limitations. A major problem is that it conflates relative gender equality with absolute levels of human development and thus gives no information on comparative gender inequality among countries. Using the same indicators as the GDI, the paper constructs a Relative Status of Women (RSW) index, which demonstrates how using a measure of gender equality that abstracts from levels of development results in very different country rankings. However, the RSW is not an ideal measure of gender inequality. The GDI indicators are not the most appropriate ones for measuring gender inequality and hence both the RSW and the GDI have limited validity. The paper concludes by offering a conceptual framework that provides the basis for an alternative measure of gender inequality.","['human development index', 'gender development index', 'socio-economic gender inequality', 'international comparison', 'measuring economic development']",,,41-75,0,0
558,On the Need for Gender in Dynamic Models,"In this paper we emphasize the need for more theoretical research using dynamic models that include gender as a variable of analysis. We begin by summarizing some of the main observations characterizing fertility, gender, and economic growth. We then explore three types of theoretical models: one-sex dynamic, two-sex static, and two-sex dynamic. We conclude that more models of the last type – dynamic models that include gender in the analysis – are needed to analyze issues that involve both an intertemporal and a gender dimension.","[' Cristina Echevarria ', ' Karine S. Moe ']","['/author/echevarria%2c+cristina', '/author/moe%2c+karine+s']",86,2,"'household behavior', 'gender', 'education', 'fertility', 'labor force participation', 'household production'",[],Pages 77-96,20 Jan 2011,2,2000,6,,"In this paper we emphasize the need for more theoretical research using dynamic models that include gender as a variable of analysis. We begin by summarizing some of the main observations characterizing fertility, gender, and economic growth. We then explore three types of theoretical models: one-sex dynamic, two-sex static, and two-sex dynamic. We conclude that more models of the last type – dynamic models that include gender in the analysis – are needed to analyze issues that involve both an intertemporal and a gender dimension.","['household behavior', 'gender', 'education', 'fertility', 'labor force participation', 'household production']",,,77-96,0,0
559,Employers’ Estimates of Market Wages: Implications for Wage Discrimination in the U.S.,"In the U.S., public and private employers often survey each other’s wages in order to estimate the prevailing “market wage” for a job. I examine this process to see how it can lead to underpaying women, relying on a 1989 study of government wage-setting in the State of Washington and my own study of government wage-setting in the State of California. Gender biases can appear because numerous decisions are involved in each step of the process, and these decisions are often influenced by the gendered social and political environment, including the different levels of political organization of male and female employees.",[' Marlene Kim '],['/author/kim%2c+marlene'],165,8,"'salary surveys', 'discrimination', 'compensation', 'wage-setting', 'gender'",[],Pages 97-114,20 Jan 2011,2,2000,6,,"In the U.S., public and private employers often survey each other’s wages in order to estimate the prevailing “market wage” for a job. I examine this process to see how it can lead to underpaying women, relying on a 1989 study of government wage-setting in the State of Washington and my own study of government wage-setting in the State of California. Gender biases can appear because numerous decisions are involved in each step of the process, and these decisions are often influenced by the gendered social and political environment, including the different levels of political organization of male and female employees.","['salary survey', 'discrimination', 'compensation', 'wage-setting', 'gender']",,,97-114,0,0
560,From Foster Mothers to Child Care Centers: A History of Working Mothers and Child Care in Sweden,"The Swedish welfare state is usually considered ""woman friendly."" It treats mothers, including single mothers, as workers and offers them high quality public child care. Feminist typologies often use paid work as the lens through which to look at welfare states. Jane Jenson, however, proposes that we think seriously about care in typologies of welfare states. The aim of this article is to take the child care arrangements of working mothers seriously and the empirical concern is historical. While most people believe that the expansion of public child care in Sweden enabled mothers to become workers, it could also be argued- looking through the lens of care- that new public policies enabled women workers to become caregivers.",[' Anita Nyberg '],['/author/nyberg%2c+anita'],824,18,"'child care', 'foster children', 'foster mothers', 'welfare states', ""women's work""",[],Pages 5-20,02 Dec 2010,1,2000,6,,"The Swedish welfare state is usually considered ""woman friendly."" It treats mothers, including single mothers, as workers and offers them high quality public child care. Feminist typologies often use paid work as the lens through which to look at welfare states. Jane Jenson, however, proposes that we think seriously about care in typologies of welfare states. The aim of this article is to take the child care arrangements of working mothers seriously and the empirical concern is historical. While most people believe that the expansion of public child care in Sweden enabled mothers to become workers, it could also be argued- looking through the lens of care- that new public policies enabled women workers to become caregivers.","['child care', 'foster child', 'foster mother', 'welfare state', 'woman work']",,,5-20,0,0
561,Family Policy in Germany: A Feminist Dilemma?,"The paper provides a detailed description of different aspects of family policy in Germany, including descriptions of financial and employment supports for families in their caregiving role. Family policy in Germany provides strong financial and social support for children. Law and policy, however, are specifically formulated to encourage child rearing to take place in the home, with one of the parents focusing extensively on child rearing and family responsibilities. The paper also examines whether equality for women can be achieved within the framework of a corporatist welfare state regime such as Germany's. It develops the argument that the German route to equality may be a different one from that pursued by countries with liberal or social democratic welfare regimes. This scenario also implies that when and if equality does occur, the structures and meaning of this equality are also likely to differ. Finally, the paper argues that the corporatist welfare state regime cannot be dismissed as incompatible with the achievement of future equality for women. Instead such a model can be viewed as providing the potential of increasing choices for women with children.",[' Eileen Trzcinski '],['/author/trzcinski%2c+eileen'],400,8,"'family policy', 'germany', 'child rearing', 'welfare states', 'welfare policy'",[],Pages 21-44,02 Dec 2010,1,2000,6,,"The paper provides a detailed description of different aspects of family policy in Germany, including descriptions of financial and employment supports for families in their caregiving role. Family policy in Germany provides strong financial and social support for children. Law and policy, however, are specifically formulated to encourage child rearing to take place in the home, with one of the parents focusing extensively on child rearing and family responsibilities. The paper also examines whether equality for women can be achieved within the framework of a corporatist welfare state regime such as Germany's. It develops the argument that the German route to equality may be a different one from that pursued by countries with liberal or social democratic welfare regimes. This scenario also implies that when and if equality does occur, the structures and meaning of this equality are also likely to differ. Finally, the paper argues that the corporatist welfare state regime cannot be dismissed as incompatible with the achievement of future equality for women. Instead such a model can be viewed as providing the potential of increasing choices for women with children.","['family policy', 'germany', 'child rearing', 'welfare state', 'welfare policy']",,,21-44,0,0
562,"Women, Families, and Work in Spain: Structural Changes and New Demands","This article explores the evolution of the care economy in Spain in the latter half of the twentieth century, analyzing the time use of family members, women's entrance into paid employment, and welfare state policies. Our historical account suggests that efforts to strengthen women's position in the labor market must go hand in hand with policies that encourage more equitable sharing of care responsibilities.","[' Cristina Carrasco ', ' Arantxa RodrÍguez ']","['/author/carrasco%2c+cristina', '/author/rodr%c3%8dguez%2c+arantxa']",334,15,"'care', 'child care', 'welfare', 'social security', 'time use', 'spain'",[],Pages 45-57,02 Dec 2010,1,2000,6,,"This article explores the evolution of the care economy in Spain in the latter half of the twentieth century, analyzing the time use of family members, women's entrance into paid employment, and welfare state policies. Our historical account suggests that efforts to strengthen women's position in the labor market must go hand in hand with policies that encourage more equitable sharing of care responsibilities.","['care', 'child care', 'welfare', 'social security', 'time use', 'spain']",,,45-57,0,0
563,Working Time as Gendered Time,"Household-labor time and market-labor time are organized in part through the social structure of unequal gender relations. Generally, women do more household work than men, women's market work is undervalued, and the greatest rewards for market work accrue to men. The career model of employment is biased in favor of men who have few household responsibilities. Even noncareer seniority-sensitive job paths assume male incumbency with limited competition from household responsibilities. In this article we discuss the gendered underpinnings of the organization of time in contemporary Western society by critically examining household-labor time and the masculine models of career and noncareer employment. In addition to the important feminist goal of pay equity, we argue for a feminist politics of time that promotes alternative work-time arrangements for women and men to foster gender equality in the market and at home.","[' Carmen Sirianni ', ' Cynthia Negrey ']","['/author/sirianni%2c+carmen', '/author/negrey%2c+cynthia']",1128,62,"'work-time', 'alternative work-time arrangements', 'household-labor time', 'market-labor time', 'gender and work-time'",[],Pages 59-76,02 Dec 2010,1,2000,6,,"Household-labor time and market-labor time are organized in part through the social structure of unequal gender relations. Generally, women do more household work than men, women's market work is undervalued, and the greatest rewards for market work accrue to men. The career model of employment is biased in favor of men who have few household responsibilities. Even noncareer seniority-sensitive job paths assume male incumbency with limited competition from household responsibilities. In this article we discuss the gendered underpinnings of the organization of time in contemporary Western society by critically examining household-labor time and the masculine models of career and noncareer employment. In addition to the important feminist goal of pay equity, we argue for a feminist politics of time that promotes alternative work-time arrangements for women and men to foster gender equality in the market and at home.","['work-time', 'alternative work-time arrangement', 'household-labor time', 'market-labor time', 'gender work-time']",,,59-76,0,0
564,Subsidizing Child Care by Mothers at Home,"Child care on a do-it-yourself basis by a parent would seem to be just as worthy of subsidization by government as nonparental care is. However, subsidies for care by a stay-at-home parent raise serious issues of equity between families with and without an adult at home full time. They also have the effect of reinforcing traditional gender roles, thus setting back the advances women have made in the workplace and society generally. Efficiency problems and administrative difficulties can also be cited. Long paid parental leaves have similar disadvantages associated with them.",[' Barbara R. Bergmann '],['/author/bergmann%2c+barbara+r'],334,6,"'child care', 'government subsidies', 'housewives', 'gender roles'",[],Pages 77-88,02 Dec 2010,1,2000,6,,"Child care on a do-it-yourself basis by a parent would seem to be just as worthy of subsidization by government as nonparental care is. However, subsidies for care by a stay-at-home parent raise serious issues of equity between families with and without an adult at home full time. They also have the effect of reinforcing traditional gender roles, thus setting back the advances women have made in the workplace and society generally. Efficiency problems and administrative difficulties can also be cited. Long paid parental leaves have similar disadvantages associated with them.","['child care', 'government subsidy', 'housewife', 'gender role']",,,77-88,0,0
565,Changing Women's Lives: Child Care Policy in Ireland,"Child care as a policy issue has been forced to the center of the national planning agenda in Ireland with the report of an expert working group on child care. As Ireland has broken into the ranks of wealthy Western economies, Irish women have joined the formal workforce in ever greater numbers, dramatically breaking the traditional ideology of women as childbearers and homemakers. However, women are now carrying the double burden of work that accompanies the lack of any state policy on child care. This article traces this recent history of the feminizing of the Irish workforce, amidst a fast-changing social context for family life, and the multiple problems confronting the expert working group of securing an adequate range of policies for the provision of child care in a country which has one of the lowest rates of formal state provision in the entire European Union.",[' Jo Murphy-Lawless '],['/author/murphy-lawless%2c+jo'],351,17,"'ireland', 'child care', 'women', 'labor force participation'",[],Pages 89-94,02 Dec 2010,1,2000,6,,"Child care as a policy issue has been forced to the center of the national planning agenda in Ireland with the report of an expert working group on child care. As Ireland has broken into the ranks of wealthy Western economies, Irish women have joined the formal workforce in ever greater numbers, dramatically breaking the traditional ideology of women as childbearers and homemakers. However, women are now carrying the double burden of work that accompanies the lack of any state policy on child care. This article traces this recent history of the feminizing of the Irish workforce, amidst a fast-changing social context for family life, and the multiple problems confronting the expert working group of securing an adequate range of policies for the provision of child care in a country which has one of the lowest rates of formal state provision in the entire European Union.","['ireland', 'child care', 'woman', 'labor force participation']",,,89-94,0,0
